scorer,,,1,1,1,1,1,1,1,1,1,1,1,1
bodyparts,,,head1,head1,body1,body1,tail1,tail1,head2,head2,body2,body2,tail2,tail2
coords,,,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,Video_20250529160115123,img0364.png,508.1233489685191,442.1015311956204,519.0752425504975,474.22708570275694,530.0271361324758,511.46352388148335,801.6340969655394,481.5283480907425,815.5064955027119,440.6412787180233,851.2826812038412,436.99064752403046
labeled-data,Video_20250529160115123,img0997.png,380.14637319992545,311.702478122948,394.0559587041814,340.1539030180171,410.1784328113873,373.663359005543,585.8690494207624,554.9684125095796,617.481743748617,540.7427000620451,653.5202152823713,524.9363528981177
labeled-data,Video_20250529160115123,img1107.png,382.06109837181555,280.8576998238741,387.1191294642723,312.4703941517287,394.3900491596788,345.66372319597605,517.7061715950847,527.5916172603065,553.738390345371,538.641497677061,585.9271724289601,552.0935260105013
labeled-data,Video_20250529160115123,img2543.png,234.99547169586927,346.9395026893308,257.2091493745708,321.2184022192554,286.82738627950613,298.61501089706786,188.00880569053584,531.6012211232863,229.1053083167468,513.5819853564092,270.83406482951483,494.2982418164179
labeled-data,Video_20250529160115123,img2635.png,203.86793634867738,394.92866510338024,219.6742835126047,373.4320329604391,240.22253482571017,334.8645458804563,165.67028761879504,562.680603159716,194.69112472057049,539.5823858746295,230.81910560237253,502.26988102948974
labeled-data,Video_20250529160115123,img3004.png,70.98776513181176,561.6429709485159,89.96395887456528,535.2301607390076,113.29954847714055,507.2787402260328,151.35998124138354,681.3428606314752,165.08892697083752,643.4842527108598,182.35411629727207,607.2897594241175
labeled-data,Video_20250529160115123,img3612.png,262.17683449867354,736.9219720484087,224.88605992054266,747.5523738512244,180.6992513447388,757.0702856252686,283.01012233272206,711.8454501081011,248.89577233832125,702.6928196217984,216.6535513070278,687.5077735877054
labeled-data,Video_20250529160115123,img3726.png,281.0712842662026,719.5362170831326,251.32481839918358,732.1015345614422,212.09025566078782,744.9232870903298,316.20288619535444,746.7183324443741,310.30488003206614,716.9718665773551,300.04747800895615,682.8660048505144
labeled-data,Video_20250529160115123,img3818.png,311.3719951157371,713.9459830655081,278.03543854062957,724.7162551897737,237.2622654987673,734.9736572128837,247.5196675218773,748.051844792349,277.7790034900518,750.8726303487043,319.0650466330696,757.5399416637257
labeled-data,Video_20250529160115123,img4161.png,380.46504761706547,761.2759649034125,342.27311055543834,764.7833876947865,314.60344186793293,733.2165825724212,208.99104448322925,667.3549768232889,184.43908494361176,691.1275090759343,175.475671143434,722.6943141982997
labeled-data,Video_20250529160115123,img4287.png,419.0441740081885,737.8797784312384,384.35965973793526,751.1300423097621,345.3882953893361,767.4980153361737,261.59986203984795,666.1724680298161,222.6284976912488,671.6284590386199,191.0616925688835,680.5918728387977
labeled-data,Video_20250529160115123,img4521.png,469.2257859963897,703.7725994007094,434.15442641277764,715.7833389841381,398.6026372458284,731.157085650927,482.1973847464928,576.4587598163642,454.332468912938,594.715083983176,425.987123496046,612.4909785666506
labeled-data,Video_20250529160115123,img4894.png,326.385864587485,744.8637294668048,317.21818323240717,705.6639885002651,310.26339048027916,665.8319936471682,765.9784080468827,546.6236690859248,735.1910302114893,548.1825236598688,696.2196658628902,549.7413782338127
labeled-data,Video_20250529160115123,img4978.png,326.385864587485,744.8637294668048,317.21818323240717,705.6639885002651,310.26339048027916,665.8319936471682,810.7827177010695,573.9682320922944,782.4373722841775,556.1923375088198,748.3268718672398,540.3381612586938
labeled-data,Video_20250529160115123,img5104.png,320.2843097234625,747.5186632522807,294.36190037462177,725.7059041660611,281.0845687569228,688.0867979159142,860.2623386208683,706.536036845713,853.8514623564245,674.4816555234943,850.7742417494915,643.965884504742
labeled-data,Video_20250529160115123,img5114.png,316.561588495717,753.314210069769,298.20794839135334,720.193913625159,280.9124833912159,673.1118144581181,867.2623386208683,713.536036845713,861.3259516723209,693.9457971212712,851.9728242286571,653.0258645552422
labeled-data,Video_20250529160115123,img5290.png,232.51246658824113,787.424017153128,265.3896686892099,778.5724627413288,297.00236301706457,751.3855456193738,911.9338036675515,361.74644067850403,942.0958814065034,341.1530220843231,962.6893000006844,313.0710876377127
labeled-data,Video_20250529160115123,img5442.png,211.09701808552384,781.9239157170191,236.74497164152336,780.9114964977034,260.19935022233875,781.4177061073611,793.4180600828897,565.0343182317854,812.1378187750655,560.6749223719636,835.216973327063,549.9046502476981
labeled-data,Video_20250529160115123,img5581.png,186.69386116023597,721.5453926593922,208.50662024645564,748.4161828380686,227.79036378644696,773.7063383003523,598.6686218410357,520.9976615953628,626.1726772991142,504.9676906228631,650.8082116357979,491.4687676986528
labeled-data,Video_20250529160115123,img6663.png,136.26963126652123,715.0901429206924,159.34878581851876,738.1692974726899,188.54429176751813,757.3763991875193,521.4818566596605,539.0686537867505,569.6701884203652,533.9577701151607,603.9861216438975,531.767391398765
